,N/L,Flow,Pat,r_a
242,2.6,0.998308,1,0
243,2.7,0.99891,1,0
244,2.8,0.99922,1,0
245,2.9,0.999746,1,0
246,3.0,0.999754,1,0
247,3.1,0.999702,1,0
248,3.2,0.99981,1,0
249,3.3,0.999954,1,0
250,3.4,1.000218,1,0
251,3.5,1.000068,1,0
252,0.0,0.0,1,0
253,0.1,0.049982,1,0
254,0.2,0.099972,1,0
255,0.3,0.149958,1,0
256,0.4,0.199942,1,0
257,0.5,0.24993,1,0
258,0.6,0.299894,1,0
259,0.7,0.349912,1,0
260,0.8,0.399862,1,0
261,0.9,0.449648,1,0
262,1.0,0.499658,1,0
263,1.1,0.54974,1,0
264,1.2,0.599548,1,0
265,1.3,0.64916,1,0
266,1.4,0.698966,1,0
267,1.5,0.74912,1,0
268,1.6,0.798568,1,0
269,1.7,0.848256,1,0
270,1.8,0.8969,1,0
271,1.9,0.94545,1,0
272,2.0,0.93649,1,0
273,2.1,0.994254,1,0
274,2.2,0.976258,1,0
275,2.3,0.996616,1,0
276,2.4,0.99705,1,0
277,2.5,0.99896,1,0
278,2.6,0.998838,1,0
279,2.7,0.999518,1,0
280,2.8,0.999366,1,0
281,2.9,0.999328,1,0
282,3.0,0.999332,1,0
283,3.1,0.999866,1,0
284,3.2,0.999818,1,0
285,3.3,0.99994,1,0
286,3.4,1.000192,1,0
287,3.5,1.000208,1,0
288,0.0,0.0,1,0
289,0.1,0.049994,1,0
290,0.2,0.099984,1,0
291,0.3,0.14997,1,0
292,0.4,0.19994,1,0
293,0.5,0.249862,1,0
294,0.6,0.299882,1,0
295,0.7,0.349842,1,0
296,0.8,0.39986,1,0
297,0.9,0.4498,1,0
298,1.0,0.499644,1,0
299,1.1,0.549554,1,0
300,1.2,0.59946,1,0
301,1.3,0.649138,1,0
302,1.4,0.699002,1,0
303,1.5,0.748678,1,0
304,1.6,0.798676,1,0
305,1.7,0.847392,1,0
306,1.8,0.8976,1,0
307,1.9,0.946324,1,0
308,2.0,0.9814,1,0
309,2.1,0.99491,1,0
310,2.2,0.996888,1,0
311,2.3,0.998294,1,0
312,2.4,0.995704,1,0
313,2.5,0.99835,1,0
314,2.6,0.999214,1,0
315,2.7,0.998998,1,0
316,2.8,0.999182,1,0
317,2.9,0.999708,1,0
318,3.0,0.999664,1,0
319,3.1,1.00003,1,0
320,3.2,0.999738,1,0
321,3.3,1.000062,1,0
322,3.4,1.0,1,0
323,3.5,1.000326,1,0
324,0.0,0.0,1,0
325,0.1,0.049992,1,0
326,0.2,0.099964,1,0
327,0.3,0.149952,1,0
328,0.4,0.19993,1,0
329,0.5,0.249846,1,0
330,0.6,0.299816,1,0
331,0.7,0.349796,1,0
332,0.8,0.399712,1,0
333,0.9,0.449612,1,0
334,1.0,0.499578,1,0
335,1.1,0.549628,1,0
336,1.2,0.599466,1,0
337,1.3,0.649274,1,0
338,1.4,0.699174,1,0
339,1.5,0.749046,1,0
340,1.6,0.798016,1,0
341,1.7,0.847598,1,0
342,1.8,0.895052,1,0
343,1.9,0.935996,1,0
344,2.0,0.947406,1,0
345,2.1,0.989306,1,0
346,2.2,0.997156,1,0
347,2.3,0.982782,1,0
348,2.4,0.997244,1,0
349,2.5,0.998588,1,0
350,2.6,0.99882,1,0
351,2.7,0.999192,1,0
352,2.8,0.999294,1,0
353,2.9,0.99975,1,0
354,3.0,0.999944,1,0
355,3.1,1.000074,1,0
356,3.2,1.000044,1,0
357,3.3,1.000146,1,0
358,3.4,1.000312,1,0
359,3.5,1.000304,1,0
