,N/L,Flow,Pat,low,high,x
47,5.0,0.945006,4,3,9,0.14285714285714285
48,5.0,0.941306,4,3,9,0.21428571428571427
49,5.0,0.941858,4,3,9,0.2857142857142857
50,5.0,0.940618,4,3,9,0.3571428571428571
51,5.0,0.94367,4,3,9,0.42857142857142855
52,5.0,0.942626,4,3,9,0.5
53,5.0,0.934812,4,3,9,0.5714285714285714
54,5.0,0.932722,4,3,9,0.6428571428571428
55,5.0,0.927556,4,3,9,0.7142857142857142
56,5.0,0.916894,4,3,9,0.7857142857142857
57,5.0,0.91037,4,3,9,0.8571428571428571
58,5.0,0.903858,4,3,9,0.9285714285714285
59,5.0,0.895166,4,3,9,1.0
60,5.0,1.000008,4,3,9,0.0
61,5.0,0.951566,4,3,9,0.07142857142857142
62,5.0,0.945284,4,3,9,0.14285714285714285
63,5.0,0.940708,4,3,9,0.21428571428571427
64,5.0,0.942032,4,3,9,0.2857142857142857
65,5.0,0.941012,4,3,9,0.3571428571428571
66,5.0,0.939506,4,3,9,0.42857142857142855
67,5.0,0.937058,4,3,9,0.5
68,5.0,0.933288,4,3,9,0.5714285714285714
69,5.0,0.930808,4,3,9,0.6428571428571428
70,5.0,0.92678,4,3,9,0.7142857142857142
71,5.0,0.920152,4,3,9,0.7857142857142857
72,5.0,0.913484,4,3,9,0.8571428571428571
73,5.0,0.905218,4,3,9,0.9285714285714285
74,5.0,0.896634,4,3,9,1.0
75,5.0,0.953012,4,3,9,0.0
76,5.0,0.954338,4,3,9,0.07142857142857142
77,5.0,0.94195,4,3,9,0.14285714285714285
78,5.0,0.940168,4,3,9,0.21428571428571427
79,5.0,0.949672,4,3,9,0.2857142857142857
80,5.0,0.938762,4,3,9,0.3571428571428571
81,5.0,0.938794,4,3,9,0.42857142857142855
82,5.0,0.937328,4,3,9,0.5
83,5.0,0.934526,4,3,9,0.5714285714285714
84,5.0,0.927948,4,3,9,0.6428571428571428
85,5.0,0.924176,4,3,9,0.7142857142857142
86,5.0,0.921226,4,3,9,0.7857142857142857
87,5.0,0.913414,4,3,9,0.8571428571428571
88,5.0,0.90245,4,3,9,0.9285714285714285
89,5.0,0.900086,4,3,9,1.0
90,5.0,1.000104,4,3,9,0.0
91,5.0,0.94789,4,3,9,0.07142857142857142
92,5.0,0.944536,4,3,9,0.14285714285714285
93,5.0,0.945076,4,3,9,0.21428571428571427
94,5.0,0.9392,4,3,9,0.2857142857142857
95,5.0,0.94055,4,3,9,0.3571428571428571
96,5.0,0.938914,4,3,9,0.42857142857142855
97,5.0,0.93927,4,3,9,0.5
98,5.0,0.934352,4,3,9,0.5714285714285714
99,5.0,0.928512,4,3,9,0.6428571428571428
100,5.0,0.92512,4,3,9,0.7142857142857142
101,5.0,0.918124,4,3,9,0.7857142857142857
102,5.0,0.907328,4,3,9,0.8571428571428571
103,5.0,0.90462,4,3,9,0.9285714285714285
104,5.0,0.894508,4,3,9,1.0
105,5.0,0.999966,4,3,9,0.0
106,5.0,0.947046,4,3,9,0.07142857142857142
107,5.0,0.942642,4,3,9,0.14285714285714285
108,5.0,0.947386,4,3,9,0.21428571428571427
109,5.0,0.939956,4,3,9,0.2857142857142857
110,5.0,0.941036,4,3,9,0.3571428571428571
111,5.0,0.942548,4,3,9,0.42857142857142855
112,5.0,0.936612,4,3,9,0.5
113,5.0,0.933824,4,3,9,0.5714285714285714
114,5.0,0.931214,4,3,9,0.6428571428571428
115,5.0,0.920566,4,3,9,0.7142857142857142
116,5.0,0.91881,4,3,9,0.7857142857142857
117,5.0,0.912894,4,3,9,0.8571428571428571
118,5.0,0.901362,4,3,9,0.9285714285714285
119,5.0,0.896204,4,3,9,1.0
120,5.0,1.000158,4,3,9,0.0
121,5.0,0.955116,4,3,9,0.07142857142857142
122,5.0,0.949698,4,3,9,0.14285714285714285
123,5.0,0.940826,4,3,9,0.21428571428571427
124,5.0,0.941826,4,3,9,0.2857142857142857
125,5.0,0.941688,4,3,9,0.3571428571428571
126,5.0,0.93691,4,3,9,0.42857142857142855
127,5.0,0.935498,4,3,9,0.5
128,5.0,0.938872,4,3,9,0.5714285714285714
129,5.0,0.931298,4,3,9,0.6428571428571428
130,5.0,0.92483,4,3,9,0.7142857142857142
131,5.0,0.914566,4,3,9,0.7857142857142857
132,5.0,0.914008,4,3,9,0.8571428571428571
133,5.0,0.908272,4,3,9,0.9285714285714285
134,5.0,0.896764,4,3,9,1.0
135,5.0,0.945236,4,3,9,0.0
136,5.0,0.943194,4,3,9,0.07142857142857142
137,5.0,0.950532,4,3,9,0.14285714285714285
138,5.0,0.942952,4,3,9,0.21428571428571427
139,5.0,0.943836,4,3,9,0.2857142857142857
140,5.0,0.93796,4,3,9,0.3571428571428571
141,5.0,0.93893,4,3,9,0.42857142857142855
142,5.0,0.938106,4,3,9,0.5
143,5.0,0.939344,4,3,9,0.5714285714285714
144,5.0,0.932734,4,3,9,0.6428571428571428
145,5.0,0.927718,4,3,9,0.7142857142857142
146,5.0,0.920952,4,3,9,0.7857142857142857
147,5.0,0.909018,4,3,9,0.8571428571428571
148,5.0,0.90541,4,3,9,0.9285714285714285
149,5.0,0.896238,4,3,9,1.0
